class,order,family,genus,specificEpithet,12S,16S,COI,cytB,ITS,matK,psbA-trnH,rbcL,cpGenome_total,mtGenome_total,nucGenome_total,otherLoci_total,total_sequences,cpGenome_GB,mtGenome_GB,nucGenome_GB,otherLoci_GB,cpGenome_RS,mtGenome_RS,nucGenome_RS,otherLoci_RS
Arachnida,Araneae,Sicariidae,Loxosceles,intermedia,0,0,1,0,0,0,0,0,0,0,0,1875,1876,0,0,0,1875,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,arizonica,0,1,1,0,0,0,0,0,0,0,0,20,22,0,0,0,20,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,boneti,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,similis,0,1,0,0,0,0,0,0,0,2,0,38,41,0,1,0,38,0,1,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,deserta,1,3,2,0,0,0,0,0,0,0,0,20,26,0,0,0,20,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,amazonica,0,2,1,0,0,0,0,0,0,0,0,7,10,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,apachea,0,1,1,0,0,0,0,0,0,0,0,12,14,0,0,0,12,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,baja,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,blanda,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,caribbaea,0,132,163,0,0,0,0,0,0,0,0,286,581,0,0,0,286,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,chinateca,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,colima,0,1,5,0,4,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,hirsuta,0,1,1,0,0,0,0,0,0,0,0,32,34,0,0,0,32,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,kaiba,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,lacta,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,rufescens,1,333,429,0,323,0,0,0,0,0,0,689,1775,0,0,0,689,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sabina,0,0,1,0,0,0,0,0,0,0,0,14,15,0,0,0,14,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,spadicea,0,1,1,0,0,0,0,0,0,0,0,15,17,0,0,0,15,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,speluncarum,0,2,2,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,spinulosa,0,2,5,0,0,0,0,0,0,0,0,22,29,0,0,0,22,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,variegata,0,1,1,0,0,0,0,0,0,0,0,10,12,0,0,0,10,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,vonwredei,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,speluncarum,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,spinulosa,0,2,3,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,spinulosa,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,5,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,mrazig,0,2,2,0,2,0,0,0,0,0,0,57,63,0,0,0,57,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,foutadjalloni,0,5,5,0,0,0,0,0,0,0,0,5,15,0,0,0,5,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,60,27,0,0,0,0,0,0,0,0,20,107,0,0,0,20,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,adelaida,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,21,63,0,15,0,0,0,0,0,0,21,120,0,0,0,21,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,6,29,0,4,0,0,0,0,0,0,11,50,0,0,0,11,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,3,6,0,2,0,0,0,0,0,0,2,13,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,3,17,0,4,0,0,0,0,0,0,9,33,0,0,0,9,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,1,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,1,2,0,1,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,rufescens,0,3,3,0,3,0,0,0,0,0,0,3,12,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,8,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,bentejui,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,hupalupa,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,mahan,0,0,0,0,25,0,0,0,0,0,0,1,26,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,tazarte,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,1,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,cubana,0,5,29,0,0,0,0,0,0,0,0,9,43,0,0,0,9,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,jamaica,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,jarmila,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,taino,0,0,17,0,0,0,0,0,0,0,0,28,45,0,0,0,28,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,persica,0,3,3,0,0,0,0,0,0,0,0,6,12,0,0,0,6,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,jaca,0,0,5,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,malintzi,0,0,8,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,misteca,0,0,6,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,nahuana,0,0,3,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,tenango,0,0,2,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,zapoteca,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,3,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,chapadensis,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,diaguita,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,ericsoni,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,simillima,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,tenochtitlan,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,surca,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Sicariidae,Loxosceles,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,albospinosus,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,damarensis,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,dolichocephalus,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,patagonicus,0,0,2,0,0,0,0,0,0,0,0,6,8,0,0,0,6,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,peruensis,0,5,0,0,0,0,0,0,0,0,0,33,38,0,0,0,33,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,rugosus,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,rupestris,1,6,1,0,0,0,0,0,0,0,0,23,31,0,0,0,23,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,terrosus,0,1,2,0,0,0,0,0,0,0,0,7,10,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,sp.,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,damarensis,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,patagonicus,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,damarensis,0,0,2,0,0,0,0,0,0,0,0,23,25,0,0,0,23,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,hahni,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,4,92,0,0,0,0,0,0,0,0,28,124,0,0,0,28,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,diadorim,0,2,5,0,0,0,0,0,0,0,0,8,15,0,0,0,8,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,ornatus,0,6,5,0,0,0,0,0,0,0,0,13,24,0,0,0,13,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,tropicus,0,6,6,0,0,0,0,0,0,0,0,16,28,0,0,0,16,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,cariri,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,hahni,1,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,sp.,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,boliviensis,0,2,0,0,0,0,0,0,0,0,0,9,11,0,0,0,9,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,crustosus,0,4,0,0,0,0,0,0,0,0,0,14,18,0,0,0,14,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,fumosus,0,11,0,0,0,0,0,0,0,0,0,30,41,0,0,0,30,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,gracilis,0,2,0,0,0,0,0,0,0,0,0,8,10,0,0,0,8,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,jequitinhonha,0,2,0,0,0,0,0,0,0,0,0,5,7,0,0,0,5,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,lanuginosus,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,levii,0,4,0,0,0,0,0,0,0,0,0,13,17,0,0,0,13,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,mapuche,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,saci,0,2,0,0,0,0,0,0,0,0,0,8,10,0,0,0,8,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,thomisoides,0,14,0,0,0,0,0,0,0,0,0,34,48,0,0,0,34,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,yurensis,0,1,0,0,0,0,0,0,0,0,0,7,8,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sicariidae,Sicarius,vallenato,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Arandisa,sp.,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Barylestis,occidentalis,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Beregama,aurea,0,3,0,0,3,0,0,0,0,0,0,7,13,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sparassidae,Caayguara,album,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sparassidae,Carparachne,alba,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Carparachne,sp.,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Cebrennus,rungsi,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Cebrennus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Cebrennus,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Cerbalus,sp.,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Cercetius,perezi,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Damastes,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Damastes,sp.,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Damastes,sp.,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Damastes,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Delena,cancerides,0,24,62,0,6,0,0,0,0,0,0,70,162,0,0,0,70,0,0,0,0
Arachnida,Araneae,Sparassidae,Delena,gloriosa,0,3,1,0,3,0,0,0,0,0,0,8,15,0,0,0,8,0,0,0,0
Arachnida,Araneae,Sparassidae,Delena,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Delena,lapidicola,0,5,0,0,4,0,0,0,0,0,0,14,23,0,0,0,14,0,0,0,0
Arachnida,Araneae,Sparassidae,Delena,melanochelis,0,3,1,0,2,0,0,0,0,0,0,9,15,0,0,0,9,0,0,0,0
Arachnida,Araneae,Sparassidae,Delena,spenceri,0,3,1,0,0,0,0,0,0,0,0,9,13,0,0,0,9,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,walckenaeri,1,1,3,0,0,0,0,0,0,0,0,7,12,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,dufouri,0,1,6,0,0,0,0,0,0,0,0,4,11,0,0,0,4,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,educatus,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,jaegeri,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,laevatus,0,1,2,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,levantinus,0,1,2,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,mesopotamicus,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,oraniensis,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,tuckeri,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,doriae,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,sp.,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Eusparassus,sp.,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,venatoria,2,5,9,0,1,0,0,0,0,1,0,205,223,0,0,0,205,0,1,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,aemulans,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,dagmarae,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,maxima,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,simplex,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,steineri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,tetrica,0,6,1,0,0,0,0,0,0,0,0,20,27,0,0,0,20,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,hermitis,0,2,0,0,3,0,0,0,0,0,0,7,12,0,0,0,7,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,jugulans,0,3,0,0,3,0,0,0,0,0,0,9,15,0,0,0,9,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,renibulbis,0,2,0,0,0,0,0,0,0,0,0,6,8,0,0,0,6,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,davidbowie,0,1,1,0,0,0,0,0,0,0,0,46,48,0,0,0,46,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,languida,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,languida,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,nobilis,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,sp.,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,leprosa,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Sparassidae,Heteropoda,pingtungensis,0,0,0,0,0,0,0,0,0,0,0,190,190,0,0,0,190,0,0,0,0
