class,order,family,genus,specificEpithet,12S,16S,COI,cytB,ITS,matK,psbA-trnH,rbcL,cpGenome_total,mtGenome_total,nucGenome_total,otherLoci_total,total_sequences,cpGenome_GB,mtGenome_GB,nucGenome_GB,otherLoci_GB,cpGenome_RS,mtGenome_RS,nucGenome_RS,otherLoci_RS
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,deichmanni/labradorensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,benefactor,0,0,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,discursans,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,montanensis,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,chippewa,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,cunctator,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,auctificus,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,locuples,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,winnipegensis,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,bifasciatus,0,1,7,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,erraticus,0,1,28,0,0,0,0,0,0,0,0,2,31,0,0,0,2,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,kempeleni,0,1,4,0,0,0,0,0,0,0,0,2,7,0,0,0,2,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,kochi,0,1,11,0,0,0,0,0,0,0,0,5,17,0,0,0,5,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,lanio,0,1,14,0,0,0,0,0,0,0,0,2,17,0,0,0,2,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,lineatus,0,0,4,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,macedonicus,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,tenebrosus,0,1,3,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,luctator,0,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sabulosus,0,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,ulmi,0,1,25,0,0,0,0,0,0,0,0,1,27,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,gallicus,0,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,bliteus,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,cor,0,1,1,0,0,0,0,0,0,0,0,5,7,0,0,0,5,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,ferrugineus,0,1,2,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,nubilus,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,semicarinatus,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,slovacus,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,tortuosus,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,alboniger,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,gosiutus,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,pseudorectilineus,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,joyantius,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,edax,0,0,0,0,5,0,0,0,0,0,0,9,14,0,0,0,9,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,marmoratus,0,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,5,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,lucifugus,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Xysticus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Thomisidae,Zygometis,lactea,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0
Arachnida,Araneae,Thomisidae,Zygometis,lactea,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Thomisidae,Zygometis,sp.,0,2,2,0,1,0,0,0,0,0,0,2,7,0,0,0,2,0,0,0,0
Arachnida,Araneae,Titanoecidae,Goeldia,sp.,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Titanoecidae,Goeldia,sp.,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0
Arachnida,Araneae,Titanoecidae,Goeldia,sp.,0,1,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Titanoecidae,Goeldia,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Titanoecidae,Nurscia,albofasciata,0,1,2,0,0,0,0,0,0,0,0,5,8,0,0,0,5,0,0,0,0
Arachnida,Araneae,Titanoecidae,Nurscia,albomaculata,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0
Arachnida,Araneae,Titanoecidae,Pandava,laminata,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Arachnida,Araneae,Titanoecidae,Pandava,sarasvati,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,americana,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,nivalis,0,0,15,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,nigrella,0,0,8,0,0,0,0,0,0,0,0,2,10,0,0,0,2,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,tristis,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,quadriguttata,0,0,7,0,0,0,0,0,0,0,0,4,11,0,0,0,4,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,spominima,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,sp.,1,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Titanoecidae,Titanoeca,schineri,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Trachelidae,Afroceto,africana,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Trachelidae,Cetonana,laticeps,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Arachnida,Araneae,Trachelidae,Paccius,sp.,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trachelidae,Paccius,scharffi,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trachelidae,Thysanina,absolvo,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Trachelidae,Thysanina,gracilis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Trachelidae,Trachelopachys,sericeus,0,1,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trachelidae,Utivarachna,phyllicola,0,1,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trachelidae,Utivarachna,kinabaluensis,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Trachelidae,Utivarachna,sp.,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trechaleidae,Barrisca,nannella,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trechaleidae,Neoctenus,comosus,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trechaleidae,Paradossenus,longipes,1,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0
Arachnida,Araneae,Trechaleidae,Paratrechalea,galianoae,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,12,0,0,0,0
Arachnida,Araneae,Trechaleidae,Paratrechalea,ornata,1,1,0,0,0,0,0,0,0,0,0,6,8,0,0,0,6,0,0,0,0
Arachnida,Araneae,Trechaleidae,Trechalea,bucculenta,1,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0
Arachnida,Araneae,Trechaleidae,Trechaleoides,biocellata,1,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trechaleidae,Trechaleoides,keyserlingi,2,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Desognaphosa,yabbra,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Doliomalus,sp.,1,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Doliomalus,cimicoides,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Morebilus,fumosus,1,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Plator,insolens,1,1,1,0,0,0,0,0,0,2,0,3,8,0,1,0,3,0,1,0,0
Arachnida,Araneae,Trochanteriidae,Platorish,jimna,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Platyoides,walteri,1,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Platyoides,grandidieri,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Rebilus,bulburin,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Tinytrema,sandy,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Trachycosmus,sculptilis,0,1,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Trochanteria,gomezi,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Trochanteriidae,Trochanteria,rugosa,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Trogloraptoridae,Trogloraptor,sp.,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Trogloraptoridae,Trogloraptor,marchingtoni,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trogloraptoridae,Trogloraptor,sp.,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trogloraptoridae,Trogloraptor,sp.,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trogloraptoridae,Trogloraptor,sp.,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0
Arachnida,Araneae,Trogloraptoridae,Trogloraptor,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Udubidae,Raecius,asper,1,1,1,0,0,0,0,0,0,0,0,8,11,0,0,0,8,0,0,0,0
Arachnida,Araneae,Udubidae,Uduba,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Udubidae,Uduba,sp.,1,1,1,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0
Arachnida,Araneae,Udubidae,Uduba,sp.,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,1,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,1,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Udubidae,Zorodictyna,sp.,1,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
Arachnida,Araneae,Uloboridae,Daramulunia,gibbosa,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Daramulunia,tenella,0,0,3,0,0,0,0,0,0,0,0,6,9,0,0,0,6,0,0,0,0
Arachnida,Araneae,Uloboridae,Hyptiotes,gertschi,0,1,12,0,0,0,0,0,0,0,0,4,17,0,0,0,4,0,0,0,0
Arachnida,Araneae,Uloboridae,Hyptiotes,cavatus,1,1,4,0,0,0,0,0,0,0,0,5,11,0,0,0,5,0,0,0,0
Arachnida,Araneae,Uloboridae,Hyptiotes,paradoxus,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Hyptiotes,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Hyptiotes,flavidus,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0
Arachnida,Araneae,Uloboridae,Miagrammopes,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Miagrammopes,sp.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Miagrammopes,sp.,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Uloboridae,Miagrammopes,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,sinensis,1,1,1,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,varians,0,1,1,0,1,0,0,0,0,0,0,15,18,0,0,0,15,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,yesoensis,0,0,1,0,0,0,0,0,0,0,0,14,15,0,0,0,14,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,grandiconcava,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,grandiprojecta,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,12,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,okinawensis,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,9,0,0,0,0
Arachnida,Araneae,Uloboridae,Octonoba,sybotides,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,12,0,0,0,0
Arachnida,Araneae,Uloboridae,Philoponella,prominens,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
Arachnida,Araneae,Uloboridae,Philoponella,variabilis,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0
Arachnida,Araneae,Uloboridae,Polenecia,producta,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
Arachnida,Araneae,Uloboridae,Siratoba,referens,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Uloboridae,Tangaroa,tahitiensis,0,0,20,0,0,0,0,0,0,0,0,3,23,0,0,0,3,0,0,0,0
Arachnida,Araneae,Uloboridae,Tangaroa,sp.,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,plumipes,0,0,7,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,diversus,0,1,3,0,1,0,0,0,0,1,1596,20436,22038,0,0,0,13,0,1,1596,20423
Arachnida,Araneae,Uloboridae,Uloborus,walckenaerius,1,1,17,0,0,0,0,0,0,0,0,4,23,0,0,0,4,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,glomosus,3,0,29,0,0,0,0,0,0,0,0,10,42,0,0,0,10,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,danolius,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,sp.,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,sp.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Arachnida,Araneae,Uloboridae,Uloborus,sp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
